"Species","Capture History","Length","Weight","Wr","Mark","Tag","Sex","Mort?"
"SRC","M1","7.8","0.18","96","","","","N"
"SRC","M1","5.6","0.04","60","","","","N"
"SRC","M1","5.1","0.02","","","","","N"
"SRC","M1","12.9","0.65","73","","","","N"
"SRC","M1","6.3","0.05","52","","","","N"
"SRC","M1","6.6","0.05","45","","","","N"
"SRC","M1","11.8","0.49","73","","","","N"
"SRC","M1","13.3","0.68","69","","","","N"
"SRC","M1","5.2","0.03","56","","","","N"
"SRC","M1","7.1","0.05","36","","","","N"
"SRC","M1","6.3","0.04","41","","","","N"
"SRC","M1","5.7","0.02","28","","","","N"
"SRC","M1","8.7","0.15","57","","","","N"
"SRC","M1","7.2","0.08","55","","","","N"
"SRC","M1","8.4","0.21","89","","","","N"
"SRC","M1","6","0.1","120","","","","N"
"SRC","M1","7.8","0.16","85","","","","N"
"SRC","M1","12","0.63","89","","","","N"
"SRC","M1","5.9","0.04","51","","","","N"
"SRC","M1","14.1","0.91","78","","","","N"
"SRC","M1","6.5","0.06","56","","","","N"
"SRC","M1","6.3","0.02","21","","","","N"
"SRC","M1","7.9","0.12","62","","","","N"
"SRC","M1","5.9","0.07","89","","","","N"
"SRC","M1","6.3","0.1","103","","","","N"
"SRC","M1","6.5","0.12","113","","","","N"
"SRC","M1","3.3","","","","","","N"
"SRC","M1","7.2","0.05","34","","","","N"
"SRC","M1","6","0.05","60","","","","N"
"SRC","M1","8.4","0.2","85","","","","N"
"SRC","M1","6.8","0.11","90","","","","N"
"SRC","M1","7.6","0.14","81","","","","N"
"SRC","M1","7.1","0.13","93","","","","N"
"SRC","M1","10.9","0.5","95","","","","N"
"SRC","M1","7.7","0.16","89","","","","N"
"SRC","M1","8.2","0.2","91","","","","N"
"SRC","M1","4.9","","","","","","N"
"SRC","M1","7.1","0.1","71","","","","N"
"SRC","M1","8.6","0.18","71","","","","N"
"SRC","M1","8.6","0.23","91","","","","N"
"SRC","M1","7.5","0.15","90","","","","N"
"SRC","M1","5.3","0.05","88","","","","N"
"SRC","M1","9.1","0.25","83","","","","N"
"SRC","M1","5.7","0.08","113","","","","N"
"SRC","M1","5.2","0.05","94","","","","N"
"SRC","M1","4.7","","","","","","N"
"SRC","M1","6.7","0.12","103","","","","N"
"SRC","M1","5.1","0.05","","","","","N"
"SRC","M1","7.2","0.12","82","","","","N"
"SRC","M1","7.1","0.11","79","","","","N"
"SRC","M1","4.6","","","","","","N"
"SRC","M1","5.9","0.07","89","","","","N"
"SRC","M1","5.5","0.06","95","","","","N"
"SRC","M1","4.9","","","","","","N"
"SRC","M1","12.2","0.58","77","","","","N"
"SRC","M1","11.4","0.52","86","","","","N"
"SRC","M1","11.1","0.46","82","","","","N"
"SRC","M1","12.3","0.66","86","","","","N"
"SRC","M1","15.6","1.49","93","","","","N"
"SRC","M1","16.8","1.89","94","","","","N"
"SRC","M1","15.2","1.24","84","","","","N"
"SRC","M1","12.9","0.73","82","","","","N"
"SRC","M1","13.6","0.85","81","","","","N"
"SRC","M1","12.6","0.76","92","","","","N"
"SRC","M1","16.1","1.6","90","","","","N"
"SRC","M1","13","0.9","99","","","","N"
"SRC","M1","11.5","0.69","111","","","","N"
"SRC","M1","10.9","0.53","100","","","","N"
"SRC","M1","12","0.78","110","","","","N"
"SRC","M1","10.6","0.59","122","","","","N"
"SRC","M1","15","1.28","90","","","","N"
"SRC","M1","11.6","0.53","83","","","","N"
"SRC","M1","14.1","1.17","100","","","","N"
"SRC","M1","11.4","0.5","82","","","","N"
"SRC","M1","13.9","0.95","85","","","","N"
"SRC","M1","12.1","0.6","82","","","","N"
"SRC","M1","12.4","0.71","90","","","","N"
"SRC","M1","13.7","0.93","87","","","","N"
"SRC","M1","13.5","0.9","88","","","","N"
"SRC","M1","5.6","0.06","89","","","","N"
"SRC","M1","6.2","0.07","76","","","","N"
"SRC","M1","5.9","0.06","76","","","","N"
"SRC","M1","4.8","","","","","","N"
"SRC","M1","5.8","0.07","94","","","","N"
"SRC","M1","7.2","0.12","82","","","","N"
"SRC","M1","5.3","0.07","124","","","","N"
"SRC","M1","7.2","0.14","96","","","","N"
"SRC","M1","5.1","0.05","","","","","N"
"SRC","M1","5.8","0.07","94","","","","N"
"SRC","M1","6.8","0.11","90","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","5.6","0.06","89","","","","N"
"SRC","M1","5.2","0.05","94","","","","N"
"SRC","M1","5.9","0.05","63","","","","N"
"SRC","M1","5.5","0.05","79","","","","N"
"SRC","M1","4.9","","","","","","N"
"SRC","M1","4.5","","","","","","N"
"SRC","M1","3","","","","","","N"
"SRC","M1","3.2","","","","","","N"
"SRC","M1","14.1","1.08","92","","","","N"
"SRC","M1","10","0.38","94","","","","N"
"SRC","M1","15","1.33","94","","","","N"
"SRC","M1","12.1","0.61","84","","","","N"
"SRC","M1","13","0.78","86","","","","N"
"SRC","M1","17.3","1.8","81","","","","N"
"SRC","M1","11.8","0.66","98","","","","N"
"SRC","M1","14.8","1.38","101","","","","N"
"SRC","M1","10","0.42","104","","","","N"
"SRC","M1","16.7","1.81","91","","","","N"
"SRC","M1","17.4","1.97","87","","","","N"
"SRC","M1","13.6","0.98","93","","","","N"
"SRC","M1","17.7","1.87","79","","","","N"
"SRC","M1","17.5","2.17","95","","","","N"
"SRC","M1","14.9","1.21","87","","","","N"
"SRC","M1","16.3","1.7","92","","","","N"
"SRC","M1","13.9","0.98","87","","","","N"
"SRC","M1","14.9","1.22","88","","","","N"
"SRC","M1","11.4","0.56","92","","","","N"
"SRC","M1","13.5","0.92","90","","","","N"
"SRC","M1","14","0.92","80","","","","N"
"SRC","M1","15.2","0.32","22","","","","N"
"SRC","M1","14.3","0.98","80","","","","N"
"SRC","M1","14","0.99","86","","","","N"
"SRC","M1","14.8","1.14","84","","","","N"
"SRC","M1","11.9","0.52","75","","","","N"
"SRC","M1","16.7","1.58","80","","","","N"
"SRC","M1","12","0.53","74","","","","N"
"SRC","M1","12.2","0.65","87","","","","N"
"SRC","M1","11.9","0.54","78","","","","N"
"SRC","M1","13.6","0.9","86","","","","N"
"SRC","M1","7.3","0.12","79","","","","N"
"SRC","M1","15.4","","","","","","N"
"SRC","M1","14.4","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","16.8","","","","","","N"
"SRC","M1","16.1","","","","","","N"
"SRC","M1","12.2","","","","","","N"
"SRC","M1","16.7","","","","","","N"
"SRC","M1","15.6","","","","","","N"
"SRC","M1","16.8","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","16.2","","","","","","N"
"SRC","M1","14.7","","","","","","N"
"SRC","M1","13.1","","","","","","N"
"SRC","M1","7.5","","","","","","N"
"SRC","M1","13.6","","","","","","N"
"SRC","M1","14.4","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","17.7","","","","","","N"
"SRC","M1","17.3","","","","","","N"
"SRC","M1","8.9","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","9.8","","","","","","N"
"SRC","M1","9","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","8","","","","","","N"
"SRC","M1","7.9","","","","","","N"
"SRC","M1","14.5","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","4.4","","","","","","N"
"SRC","M1","8","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","8.2","","","","","","N"
"SRC","M1","8.2","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","10","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","8.5","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","10.9","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","9.9","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","7.8","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","4.7","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"SRC","M1","5.7","","","","","","N"
"SRC","M1","8.6","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","5.9","","","","","","N"
"SRC","M1","3.1","","","","","","N"
"SRC","M1","7.1","","","","","","N"
"SRC","M1","4.7","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","4.9","","","","","","N"
"SRC","M1","4.4","","","","","","N"
"SRC","M1","3.5","","","","","","N"
"SRC","M1","5.1","","","","","","N"
"SRC","M1","3.9","","","","","","N"
"SRC","M1","5","","","","","","N"
"SRC","M1","2.9","","","","","","N"
"SRC","M1","16.1","1.5","85","","","","N"
"SRC","M1","16.2","1.75","97","","","","N"
"SRC","M1","9.8","0.33","87","","","","N"
"SRC","M1","14","0.83","72","","","","N"
"SRC","M1","14.3","0.93","76","","","","N"
"SRC","M1","13.8","0.86","78","","","","N"
"SRC","M1","16.5","1.65","86","","","","N"
"SRC","M1","15.1","1.2","83","","","","N"
"SRC","M1","18.2","1.99","77","","","","N"
"SRC","M1","12.5","0.65","80","","","","N"
"SRC","M1","15.7","1.42","87","","","","N"
"SRC","M1","14.2","0.97","81","","","","N"
"SRC","M1","13.5","","","","","","N"
"SRC","M1","10.7","0.38","76","","","","N"
"SRC","M1","17.5","1.81","79","","","","N"
"SRC","M1","8.8","0.25","92","","","","N"
"SRC","M1","7.7","0.13","72","","","","N"
"SRC","M1","9.7","0.33","90","","","","N"
"SRC","M1","7.5","0.17","102","","","","N"
"SRC","M1","13.3","0.82","84","","","","N"
"SRC","M1","11.9","0.73","105","","","","N"
"SRC","M1","11.8","0.61","90","","","","N"
"SRC","M1","6.5","0.12","113","","","","N"
"SRC","M1","14.2","0.89","74","","","","N"
"SRC","M1","12.9","0.67","75","","","","N"
"SRC","M1","9.5","0.27","78","","","","N"
"SRC","M1","16.5","","","","","","N"
"SRC","M1","13.9","0.84","75","","","","N"
"SRC","M1","6.2","0.05","54","","","","N"
"SRC","M1","5.7","0.06","85","","","","N"
"SRC","M1","6.4","0.06","59","","","","N"
"SRC","M1","5.3","0.03","53","","","","N"
"SRC","M1","13","0.07","8","","","","N"
"SRC","M1","8","0.14","69","","","","N"
"SRC","M1","10.4","0.33","72","","","","N"
"SRC","M1","5.6","0.06","89","","","","N"
"SRC","M1","5.9","0.09","114","","","","N"
"SRC","M1","6.6","0.08","72","","","","N"
"SRC","M1","5.6","0.06","89","","","","N"
"SRC","M1","8.8","0.19","70","","","","N"
"SRC","M1","5","0.04","","","","","N"
"SRC","M1","11.7","0.57","87","","","","N"
"SRC","M1","6.8","0.07","57","","","","N"
"SRC","M1","6.6","0.11","99","","","","N"
"SRC","M1","6.5","0.09","85","","","","N"
"SRC","M1","5.4","0.06","100","","","","N"
"SRC","M1","6.6","0.06","54","","","","N"
"SRC","M1","6.3","0.09","93","","","","N"
"SRC","M1","6.7","0.07","60","","","","N"
"SRC","M1","3.6","","","","","","N"
"SRC","M1","6.4","0.09","89","","","","N"
"SRC","M1","7.2","0.12","82","","","","N"
"SRC","M1","5.7","0.07","99","","","","N"
"SRC","M1","5.9","0.11","139","","","","N"
"SRC","M1","6.6","0.08","72","","","","N"
"SRC","M1","11.6","0.49","76","","","","N"
"SRC","M1","3.4","","","","","","N"
"SRC","M1","5.7","0.08","113","","","","N"
"SRC","M1","15.4","","","","","","N"
"SRC","M1","13.4","","","","","","N"
"SRC","M1","15.1","","","","","","N"
"SRC","M1","15","","","","","","N"
"SRC","M1","12.3","","","","","","N"
"SRC","M1","12.5","","","","","","N"
"SRC","M1","6.2","","","","","","N"
"SRC","M1","14.4","","","","","","N"
"SRC","M1","11.9","","","","","","N"
"SRC","M1","12.7","","","","","","N"
"SRC","M1","14.3","","","","","","N"
"SRC","M1","5.2","","","","","","N"
"SRC","M1","15.8","","","","","","N"
"SRC","M1","13.6","","","","","","N"
"SRC","M1","12.1","","","","","","N"
"SRC","M1","16.4","","","","","","N"
"SRC","M1","13.8","","","","","","N"
"SRC","M1","7","","","","","","N"
"SRC","M1","13.2","","","","","","N"
"SRC","M1","12.5","","","","","","N"
"SRC","M1","12.7","","","","","","N"
"SRC","M1","15.6","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","13.7","","","","","","N"
"SRC","M1","14.5","","","","","","N"
"SRC","M1","16.6","","","","","","N"
"SRC","M1","15.5","","","","","","N"
"SRC","M1","16.4","","","","","","N"
"SRC","M1","16.2","","","","","","N"
"SRC","M1","9","","","","","","N"
"SRC","M1","10.7","","","","","","N"
"SRC","M1","12.5","","","","","","N"
"SRC","M1","13.2","","","","","","N"
"SRC","M1","3.8","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","8.8","","","","","","N"
"SRC","M1","12.2","","","","","","N"
"SRC","M1","8.1","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","13.8","","","","","","N"
"SRC","M1","15.2","","","","","","N"
"SRC","M1","16","","","AN","","","N"
"SRC","M1","14.4","","","","","","N"
"SRC","M1","16.2","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","16.1","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","16.7","","","","","","N"
"SRC","M1","17.3","","","","","","N"
"SRC","M1","11.7","","","","","","N"
"SRC","M1","17.1","","","","","","N"
"SRC","M1","16.4","","","","","","N"
"SRC","M1","12.4","","","","","","N"
"SRC","M1","11.1","","","","","","N"
"SRC","M1","5.6","","","","","","Y"
"SRC","M1","11.6","","","","","","N"
"SRC","M1","9.4","","","","","","N"
"SRC","M1","12.4","","","","","","N"
"SRC","M1","16.3","","","","","","N"
"SRC","M1","6.8","","","","","","Y"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","10.4","","","","","","N"
"SRC","M1","12.4","","","","","","N"
"SRC","M1","11.5","","","","","","N"
"SRC","M1","13.9","","","","","","N"
"SRC","M1","11.2","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","6","","","","","","N"
"SRC","M1","13","","","","","","N"
"SRC","M1","10.1","","","","","","N"
"SRC","M1","15.7","","","","","","N"
"SRC","M1","13.5","","","","","","N"
"SRC","M1","11.5","","","","","","N"
"SRC","M1","15.2","","","","","","N"
"SRC","M1","12.1","","","","","","N"
"SRC","M1","15.8","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","14.1","","","","","","N"
"SRC","M1","14.1","","","","","","N"
"SRC","M1","16.3","","","","","","N"
"SRC","M1","12.6","","","","","","Y"
"SRC","M1","12.6","","","","","","N"
"SRC","M1","15.2","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","11.2","","","","","","N"
"SRC","M1","11","","","","","","N"
"SRC","M1","11.7","","","","","","N"
"SRC","M1","11.9","","","","","","N"
"SRC","M1","11.2","","","","","","N"
"SRC","M1","11.4","","","","","","N"
"SRC","M1","6.4","","","","","","N"
"SRC","M1","12.1","","","","","","N"
"SRC","M1","15.8","","","","","","N"
"SRC","M1","11.7","","","","","","N"
"SRC","M1","11.1","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","10.2","","","","","","N"
"SRC","M1","8.4","","","","","","N"
"SRC","M1","5.3","","","","","","N"
"SRC","M1","13.4","","","","","","N"
"SRC","M1","12","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","8.8","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","7.7","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","14.7","","","","","","N"
"SRC","M1","6.5","","","","","","N"
"SRC","M1","11.5","","","","","","N"
"SRC","M1","6.7","","","","","","N"
"SRC","M1","7.6","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","5.5","","","","","","N"
"SRC","M1","7.4","","","","","","N"
"SRC","M1","11.2","","","","","","N"
"SRC","M1","5.6","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","6.1","","","","","","N"
"SRC","M1","8.3","","","","","","N"
"SRC","M1","6.3","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","6.8","","","","","","N"
"SRC","M1","5.8","","","","","","N"
"SRC","M1","5.4","","","","","","N"
"BKT","P1","9.7","","","","","","N"
"SRC","M1","14.5","1.3","102","","","","N"
"SRC","M1","17.9","2.14","87","","","","N"
"SRC","M1","14.5","1.1","86","","","","N"
"SRC","M1","12","0.66","93","","","","N"
"SRC","M1","11.4","0.5","82","","","","N"
"SRC","M1","12","0.71","100","","","","N"
"SRC","M1","12.6","0.7","85","","","","N"
"SRC","M1","10.3","0.47","106","","","","N"
"SRC","M1","10.4","0.46","101","","","","N"
"SRC","M1","15.2","1.24","84","","","","N"
"SRC","M1","14.1","1.09","93","","","","N"
"SRC","M1","6","0.14","169","","","","N"
"SRC","M1","16","1.63","94","","","","N"
"SRC","M1","11.1","0.49","88","","","","N"
"SRC","M1","13.4","0.88","88","","","","N"
"SRC","M1","9","0.23","79","","","","N"
"SRC","M1","6.7","0.09","77","","","","N"
"SRC","M1","11.2","0.48","84","","","","N"
"SRC","M1","7.1","0.11","79","","","","N"
"SRC","M1","12","0.55","77","","","","N"
"SRC","M1","10.8","0.38","74","","","","N"
"SRC","M1","7.1","0.46","329","","","","N"
"SRC","M1","5.9","0.08","101","","","","N"
"SRC","M1","3.5","","","","","","N"
"SRC","M1","5.1","0.07","","","","","N"
"SRC","M1","6","0.07","84","","","","N"
"SRC","M1","6.1","0.04","46","","","","N"
"SRC","M1","6.1","0.03","34","","","","N"
"SRC","M1","11.7","0.43","65","","","","N"
"SRC","M1","6.4","0.12","118","","","","N"
"SRC","M1","11.6","0.46","72","","","","N"
"SRC","M1","4.4","","","","","","N"
"SRC","M1","5.1","0.05","","","","","N"
"SRC","M1","7.3","0.12","79","","","","N"
"SRC","M1","5.9","0.02","25","","","","N"
"SRC","M1","5.3","0.03","53","","","","N"
"SRC","M1","8.4","0.07","30","","","","N"
"SRC","M1","5.9","0.06","76","","","","N"
"SRC","M1","7.7","0.17","94","","","","N"
"SRC","M1","5.4","0.06","100","","","","N"
"SRC","M1","5.4","0.05","83","","","","N"
"SRC","M1","5.6","0.05","75","","","","N"
"SRC","M1","3.2","","","","","","N"
"SRC","M1","15.3","","","","","","N"
"SRC","M1","17.3","2.25","102","","","","N"
"SRC","M1","16.1","1.56","88","","","","N"
"SRC","M1","13.4","0.92","92","","","","N"
"SRC","M1","12.1","0.6","82","","","","N"
"SRC","M1","11.3","0.61","103","","","","N"
"SRC","M1","11.7","0.67","102","","","","N"
"SRC","M1","13.8","0.92","84","","","","N"
"SRC","M1","18.3","2.33","89","","","","N"
"SRC","M1","11.2","0.52","90","","","","N"
"SRC","M1","16.6","1.81","93","","","","N"
"SRC","M1","15.2","1.3","88","","","","N"
"SRC","M1","13.7","0.9","84","","","","N"
"SRC","M1","16.1","1.88","106","","","","N"
"SRC","M1","12","0.56","79","","","","N"
"SRC","M1","13.5","0.96","94","","","","N"
"SRC","M1","13.1","0.85","91","","","","N"
"SRC","M1","12.7","0.88","104","","","","N"
"SRC","M1","11.1","0.52","93","","","","N"
"SRC","M1","16.9","1.72","84","","","","N"
"SRC","M1","11.5","0.57","91","","","","N"
"SRC","M1","13.3","1","102","","","","N"
"SRC","M1","13.1","0.78","83","","","","N"
"SRC","M1","6.1","0.09","103","","","","N"
"SRC","M1","12","0.6","84","","","","N"
"SRC","M1","14.1","1.08","92","","","","N"
"SRC","M1","13.9","0.96","86","","","","N"
"SRC","M1","16.5","1.62","85","","","","N"
"SRC","M1","16.1","1.47","83","","","","N"
"SRC","M1","16.1","1.52","86","","","","N"
"SRC","M1","13","0.75","82","","","","N"
"SRC","M1","11.2","0.49","85","","","","N"
"SRC","M1","10.5","0.49","104","","","","N"
"SRC","M1","14.6","1.15","88","","","","N"
"SRC","M2","15.6","1.24","77","","","","N"
"SRC","M2","16.6","1.72","88","","","","N"
"SRC","M2","17.8","2.05","85","","","","N"
"SRC","M2","14.4","1.1","88","","","","N"
"SRC","M2","14.3","1.02","83","","","","N"
"SRC","R2-1","14.7","","","","","","N"
"SRC","M2","10.5","0.42","89","","","","N"
"SRC","M2","11.3","0.53","90","","","","N"
"SRC","M2","9.5","0.32","93","","","","N"
"SRC","M2","12.2","0.67","89","","","","N"
"SRC","M2","11.2","0.45","78","","","","N"
"SRC","R2-1","13.5","","","","","","N"
"SRC","R2-1","16.1","","","","","","N"
"SRC","M2","16.2","1.61","89","","","","N"
"SRC","R2-1","16.6","","","","","","N"
"SRC","R2-1","13.8","","","","","","N"
"SRC","M2","11.8","0.61","90","","","","N"
