"Species","Capture History","Length","Weight","Wr","Mark","Tag","Sex","Mort?"
"SRC","R2-1","15.1","","","","","","N"
"SRC","M2","13.8","0.94","86","","","","N"
"SRC","M2","11.5","0.58","93","","","","N"
"SRC","M2","16.6","1.57","81","","","","N"
"SRC","R2-1","11.2","","","","","","N"
"SRC","M2","12.9","0.75","84","","","","N"
"SRC","M2","14.6","1.14","87","","","","N"
"SRC","R2-1","14.7","","","","","","N"
"SRC","M2","16.7","1.8","91","","","","N"
"SRC","R2-1","17.7","","","","","","N"
"SRC","R2-1","17.8","","","","","","N"
"SRC","R2-1","15.8","","","","","","N"
"SRC","M2","11.3","0.54","91","","","","N"
"SRC","R2-1","13.1","","","","","","N"
"SRC","M2","14.1","1.04","89","","","","N"
"SRC","M2","11.2","0.5","87","","","","N"
"SRC","M2","11.8","0.58","86","","","","N"
"SRC","M2","11.5","0.6","96","","","","N"
"SRC","M2","13.7","0.92","86","","","","N"
"SRC","M2","13","0.81","89","","","","N"
"SRC","M2","10.8","0.42","82","","","","N"
"SRC","M2","11.1","0.49","88","","","","N"
"SRC","M2","11","0.43","79","","","","N"
"SRC","M2","12.1","0.67","92","","","","N"
"SRC","M2","10.1","0.36","86","","","","N"
"SRC","M2","7.1","0.13","93","","","","N"
"SRC","M2","11.4","0.55","91","","","","N"
"SRC","M2","16.7","1.6","81","","","","N"
"SRC","M2","15.4","1.37","89","","","","N"
"SRC","R2-1","17.2","","","","","","N"
"SRC","M2","17.4","1.55","69","","","","N"
"SRC","M2","17","1.76","84","","","","N"
"SRC","M2","13.2","0.87","91","","","","N"
"SRC","M2","16","1.48","85","","","","N"
"SRC","M2","14.3","1.07","87","","","","N"
"SRC","R2-1","15.8","","","","","","N"
"SRC","M2","16.6","1.35","69","","","","N"
"SRC","M2","14.5","1.01","79","","","","N"
"SRC","R2-1","15.9","","","","","","N"
"SRC","R2-1","15.1","","","","","","N"
"SRC","M2","11.5","0.51","82","","","","N"
"SRC","M2","13.1","0.8","86","","","","N"
"SRC","M2","18.5","2.5","92","","","","N"
"SRC","R2-1","15.5","","","","","","N"
"SRC","R2-1","18.9","","","","","","N"
"SRC","M2","15.3","1.21","80","","","","N"
"SRC","M2","14.3","1.01","82","","","","N"
"SRC","M2","14.3","1.01","82","","","","N"
"SRC","M2","13.9","0.96","86","","","","N"
"SRC","M2","15.4","1.08","70","","","","N"
"SRC","M2","13.3","0.82","84","","","","N"
"SRC","R2-1","14.2","","","","","","N"
"SRC","M2","15.8","1.39","83","","","","N"
"SRC","M2","16.5","1.53","80","","","","N"
"SRC","M2","11.7","0.55","84","","","","N"
"SRC","M2","10.4","0.37","81","","","","N"
"SRC","M2","10.5","0.4","85","","","","N"
"SRC","M2","14.9","1.15","83","","","","N"
"SRC","M2","14","0.89","78","","","","N"
"SRC","R2-1","14.7","","","","","","N"
"SRC","M2","10.6","0.44","91","","","","N"
"SRC","R2-1","14","","","","","","N"
"SRC","M2","8.1","0.14","66","","","","N"
"SRC","R2-1","5.6","","","","","","N"
"SRC","M2","4.3","","","","","","N"
"SRC","M2","10.9","4.8","908","","","","N"
"SRC","R2-1","13.7","","","","","","N"
"SRC","M2","13.6","0.85","81","","","","N"
"SRC","M2","13.6","0.75","71","","","","N"
"SRC","R2-1","15.7","","","","","","N"
"SRC","M2","15.5","1.26","80","","","","N"
"SRC","R2-1","14.3","","","","","","N"
"SRC","R2-1","16","","","","","","N"
"SRC","M2","10.3","3.8","857","","","","N"
"SRC","R2-1","15.4","","","","","","N"
"SRC","M2","17.1","2","94","","","","N"
"SRC","R2-1","16.6","","","","","","N"
"SRC","M2","15.5","1.4","89","","","","N"
"SRC","M2","13.6","0.87","83","","","","N"
"SRC","M2","15.2","1.24","84","","","","N"
"SRC","M2","8.3","0.19","84","","","","N"
"SRC","M2","10.9","0.47","89","","","","N"
"SRC","M2","16.7","1.92","97","","","","N"
"SRC","M2","10.6","0.42","87","","","","N"
"SRC","M2","13.2","0.78","82","","","","N"
"SRC","M2","11","0.45","83","","","","N"
"SRC","M2","11.2","0.37","64","","","","N"
"SRC","M2","9.8","0.28","74","","","","N"
"SRC","M2","8.6","0.19","75","","","","N"
"SRC","M2","15","1.18","83","","","","N"
"SRC","M2","15.4","1.22","79","","","","N"
"SRC","M2","9.7","0.28","76","","","","N"
"SRC","M2","13.4","0.83","83","","","","N"
"SRC","M2","9.7","0.3","81","","","","N"
"SRC","R2-1","16.8","","","","","","N"
"SRC","M2","11.3","0.45","76","","","","N"
"SRC","M2","10.7","0.37","74","","","","N"
"SRC","M2","10.7","0.36","72","","","","N"
"SRC","M2","16.4","1.52","81","","","","N"
"SRC","R2-1","10.1","","","","","","N"
"SRC","M2","12.4","0.68","86","","","","N"
"SRC","M2","13","0.72","79","","","","N"
"SRC","R2-1","5.7","","","","","","N"
"SRC","R2-1","5.8","","","","","","N"
"SRC","M2","8.8","0.21","77","","","","N"
"SRC","M2","7","0.1","75","","","","N"
"SRC","M2","8.8","0.23","84","","","","N"
"SRC","M2","10.5","0.38","81","","","","N"
"SRC","M2","5.8","0.05","67","","","","N"
"SRC","R2-1","8","","","","","","N"
"SRC","M2","10","0.3","74","","","","N"
"SRC","M2","11.9","0.54","78","","","","N"
"SRC","M2","6.7","0.09","77","","","","N"
"SRC","M2","6.3","0.07","72","","","","N"
"SRC","M2","9.5","0.33","96","","","","N"
"SRC","R2-1","5","","","","","","N"
"SRC","M2","9.3","0.25","77","","","","N"
"SRC","M2","6.6","0.09","81","","","","N"
"SRC","M2","5.6","0.06","89","","","","N"
"SRC","R2-1","7.1","","","","","","N"
"SRC","R2-1","5.7","","","","","","N"
"SRC","M2","5","0.04","","","","","N"
"SRC","M2","6.9","0.09","70","","","","N"
"SRC","M2","7.6","0.12","69","","","","N"
"SRC","M2","9","0.23","79","","","","N"
"SRC","M2","3.3","","","","","","N"
"SRC","M2","7.9","0.16","82","","","","N"
"SRC","M2","10.7","0.34","68","","","","N"
"SRC","M2","7.4","0.14","88","","","","N"
"SRC","R2-1","6.3","","","","","","N"
"SRC","R2-1","6.9","","","","","","N"
"SRC","M2","8.5","0.18","74","","","","N"
"SRC","M2","10.1","0.31","74","","","","N"
"SRC","M2","6.1","0.07","80","","","","N"
"SRC","M2","5","0.01","","","","","N"
"SRC","M2","7.3","0.12","79","","","","N"
"SRC","R2-1","6.2","","","","","","N"
"SRC","R2-1","6.3","","","","","","N"
"SRC","M2","8.5","0.2","82","","","","N"
"SRC","M2","8.4","0.18","76","","","","N"
"SRC","M2","5.1","0.03","","","","","N"
"SRC","M2","7.6","0.13","75","","","","N"
"SRC","M2","6.9","0.1","78","","","","N"
"SRC","M2","7.7","0.13","72","","","","N"
"SRC","M2","5.1","0.04","","","","","N"
"SRC","M2","5.4","0.05","83","","","","N"
"SRC","M2","5.8","0.06","80","","","","N"
"SRC","M2","5.3","0.03","53","","","","N"
"SRC","M2","5.9","0.06","76","","","","N"
"SRC","M2","5.2","0.04","75","","","","N"
"SRC","M2","7.1","0.11","79","","","","N"
"SRC","R2-1","6.5","","","","","","N"
"SRC","M2","3.2","","","","","","N"
"SRC","M2","4.9","","","","","","N"
"SRC","R2-1","6.1","","","","","","N"
"SRC","R2-1","5.1","","","","","","N"
"SRC","M2","3.4","","","","","","N"
"SRC","M2","6.1","0.09","103","","","","N"
"SRC","R2-1","6.8","","","","","","N"
"SRC","R2-1","5.2","","","","","","N"
"SRC","M2","4.7","","","","","","N"
"SRC","R2-1","5.5","","","","","","N"
"SRC","M2","5.7","0.07","99","","","","N"
"SRC","M2","6","0.07","84","","","","N"
"SRC","M2","3","","","","","","N"
"SRC","M2","3.8","","","","","","N"
"SRC","M2","13.7","0.88","82","","","","N"
"SRC","M2","11.7","0.56","85","","","","N"
"SRC","M2","15.5","1.2","76","","","","N"
"SRC","M2","18.2","2.09","81","","","","N"
"SRC","M2","16.4","1.06","57","","","","N"
"SRC","M2","18.6","2.4","87","","","","N"
"SRC","M2","18.1","2.38","94","","","","N"
"SRC","M2","14.1","0.96","82","","","","N"
"SRC","M2","16.1","1.48","84","","","","N"
"SRC","R2-1","15.1","","","","","","N"
"SRC","M2","13.6","0.92","88","","","","N"
"SRC","M2","14.5","1.05","82","","","","N"
"SRC","M2","14.1","0.9","77","","","","N"
"SRC","M2","15.1","1.31","90","","","","N"
"SRC","M2","15.4","1.19","77","","","","N"
"SRC","M2","17.2","2.49","115","","","","N"
"SRC","M2","16.5","1.67","87","","","","N"
"SRC","M2","16","1.4","81","","","","N"
"SRC","R2-1","18.2","","","","","","N"
"SRC","R2-1","17.2","","","","","","N"
"SRC","M2","16.9","1.7","83","","","","N"
"SRC","M2","11.7","0.53","81","","","","N"
"SRC","R2-1","15","","","","","","N"
"SRC","M2","8.2","0.16","73","","","","N"
"SRC","M2","16","1.48","85","","","","N"
"SRC","M2","15.9","1.33","78","","","","N"
"SRC","M2","15.3","1.14","75","","","","N"
"SRC","M2","9.6","0.3","84","","","","N"
"SRC","M2","12.2","0.63","84","","","","N"
"SRC","R2-1","15.1","","","","","","N"
"SRC","M2","13","0.99","109","","","","N"
"SRC","M2","16.2","1.47","81","","","","N"
"SRC","R2-1","18.1","","","","","","N"
"SRC","M2","15","1.25","88","","","","N"
"SRC","R2-1","15.4","","","","","","N"
"SRC","M2","15.4","1.19","77","","","","N"
"SRC","M2","14.1","0.96","82","","","","N"
"SRC","M2","12.1","0.68","93","","","","N"
"SRC","R2-1","9.5","","","","","","N"
"SRC","M2","7.3","0.11","72","","","","N"
"SRC","M2","12.5","0.69","85","","","","N"
"SRC","M2","11.3","0.47","80","","","","N"
"SRC","M2","15.7","1.37","84","","","","N"
"SRC","M2","8.4","0.19","81","","","","N"
"SRC","M2","14.2","0.98","82","","","","N"
"SRC","R2-1","15.3","","","","","","N"
"SRC","M2","11.9","0.57","82","","","","N"
"SRC","R2-1","14.7","","","","","","N"
"SRC","M2","10.5","0.32","68","","","","N"
"SRC","M2","16.8","1.63","81","","","","N"
"SRC","M2","7.5","0.1","60","","","","N"
"SRC","R2-1","6.2","","","","","","N"
"SRC","R2-1","8.1","","","","","","N"
"SRC","M2","9.1","0.25","83","","","","N"
"SRC","M2","10.4","0.39","85","","","","N"
"SRC","M2","14.7","0.98","73","","","","N"
"SRC","M2","13.4","0.87","87","","","","N"
"SRC","M2","7.2","0.09","62","","","","N"
"SRC","R2-1","6.3","","","","","","N"
"SRC","R2-1","5.1","","","","","","N"
"SRC","M2","10.6","0.41","85","","","","N"
"SRC","M2","8.2","0.16","73","","","","N"
"SRC","M2","7.1","0.1","71","","","","N"
"SRC","M2","5.3","0.03","53","","","","N"
"SRC","M2","8.7","0.18","69","","","","N"
"SRC","M2","5.9","0.06","76","","","","N"
"SRC","M2","8","0.16","79","","","","N"
"SRC","M2","6.1","0.07","80","","","","N"
"SRC","M2","5.4","0.06","100","","","","N"
"SRC","M2","5.6","0.07","104","","","","N"
"SRC","R2-1","9.9","","","","","","N"
"SRC","M2","7.1","0.15","107","","","","N"
"SRC","M2","7.7","0.15","83","","","","N"
"SRC","M2","6","0.07","84","","","","N"
"SRC","M2","4.7","","","","","","N"
"SRC","M2","5.2","0.03","56","","","","N"
"SRC","R2-1","7.6","","","","","","N"
"SRC","M2","6.4","0.08","79","","","","N"
"SRC","M2","5.5","0.05","79","","","","N"
"SRC","M2","5","0.06","","","","","N"
"SRC","M2","4.9","","","","","","N"
"SRC","M2","5.4","0.03","50","","","","N"
"SRC","M2","4.6","","","","","","N"
"SRC","M2","4.9","","","","","","N"
"SRC","M2","4.9","","","","","","N"
"SRC","R2-1","5.5","","","","","","N"
"SRC","M2","6.6","0.07","63","","","","N"
"SRC","R2-1","7.8","","","","","","N"
"SRC","M2","4.8","","","","","","N"
"SRC","M2","7.7","0.14","78","","","","N"
"SRC","M2","5.1","0.05","","","","","N"
"SRC","M2","5.9","0.06","76","","","","N"
"SRC","M2","5.7","0.05","71","","","","N"
"SRC","M2","5.6","0.06","89","","","","N"
"SRC","M2","5.7","0.05","71","","","","N"
"SRC","M2","6.1","0.05","57","","","","N"
"SRC","M2","5","0.03","","","","","N"
"SRC","M2","3.1","","","","","","Y"
"SRC","M2","16.4","1.48","79","","","","N"
"SRC","R2-1","14.9","","","","","","N"
"SRC","M2","14.1","0.94","80","","","","N"
"SRC","M2","15.3","1.26","83","","","","N"
"SRC","M2","4.8","","","","","","N"
"SRC","M2","12.3","0.64","83","","","","N"
"SRC","M2","8.4","0.18","76","","","","N"
"SRC","M2","7.3","0.14","92","","","","N"
"SRC","M2","14","0.96","84","","","","N"
"SRC","M2","7.7","0.13","72","","","","N"
"SRC","M2","9","0.22","75","","","","N"
"SRC","M2","6.3","0.08","83","","","","N"
"SRC","M2","11","0.42","77","","","","N"
"SRC","M2","10.4","0.34","74","","","","N"
"SRC","M2","10.5","0.34","72","","","","N"
"SRC","M2","6.6","0.08","72","","","","N"
"SRC","M2","6.1","0.07","80","","","","N"
"SRC","M2","6.2","0.08","87","","","","N"
"SRC","M2","6.5","0.08","75","","","","N"
"SRC","M2","7.2","0.1","68","","","","N"
"SRC","M2","7.7","0.12","67","","","","N"
"SRC","M2","4.8","","","","","","N"
"SRC","M2","7.2","0.09","62","","","","N"
"SRC","M2","8.9","0.22","78","","","","N"
"SRC","M2","5.6","0.05","75","","","","N"
"SRC","M2","5.1","0.06","","","","","N"
"SRC","M2","8.2","0.21","96","","","","N"
"SRC","M2","5.3","0.02","35","","","","N"
"SRC","M2","6.8","0.07","57","","","","N"
"SRC","M2","5.9","0.06","76","","","","N"
"SRC","M2","5.3","0.05","88","","","","N"
"SRC","M2","16.6","1.64","84","","","","N"
"SRC","M2","17.3","2.02","91","","","","N"
"SRC","M2","16.8","1.81","90","","","","N"
"SRC","R2-1","13.1","","","","","","N"
"SRC","M2","12.4","0.67","85","","","","N"
"SRC","M2","9.6","0.33","93","","","","N"
"SRC","M2","14.1","1.06","90","","","","N"
"SRC","M2","14.5","1.13","88","","","","N"
"SRC","M2","15.1","1.23","85","","","","N"
"SRC","M2","13.8","0.94","86","","","","N"
"SRC","M2","17.5","1.92","84","","","","N"
"SRC","M2","14.6","1.14","87","","","","N"
"SRC","M2","11","0.42","77","","","","N"
"SRC","M2","13.3","0.81","83","","","","N"
"SRC","M2","11.3","0.48","81","","","","N"
"SRC","M2","8.6","0.21","83","","","","N"
"SRC","M2","13.8","1.01","92","","","","N"
"SRC","M2","13.2","0.72","75","","","","N"
"SRC","M2","11.1","0.48","86","","","","N"
"SRC","M2","14.8","1.29","95","","","","N"
"SRC","R2-1","12.7","","","","","","N"
"SRC","M2","16.3","1.56","85","","","","N"
"SRC","M2","13.5","0.86","84","","","","N"
"SRC","M2","13","0.84","92","","","","N"
"SRC","M2","17.8","1.88","78","","","","N"
"SRC","M2","13","0.81","89","","","","N"
"SRC","M2","11.9","0.6","87","","","","N"
"SRC","M2","14.7","1.08","81","","","","N"
"SRC","M2","15.7","1.4","86","","","","N"
"SRC","M2","13.7","0.94","88","","","","N"
"SRC","M2","16.5","1.5","79","","","","N"
"SRC","M2","15.5","1.38","88","","","","N"
"SRC","R2-1","7.1","","","","","","N"
"SRC","M2","10.7","0.47","94","","","","N"
"SRC","M2","11.4","0.47","77","","","","N"
"SRC","R2-1","10","","","","","","N"
"SRC","M2","12.7","0.71","84","","","","N"
"SRC","M2","11.1","0.46","82","LP","","","N"
"SRC","M2","10.9","0.51","97","","","","N"
"SRC","M2","13.8","0.84","77","","","","N"
"SRC","M2","14.5","0.93","73","","","","N"
"SRC","M2","9","0.21","72","","","","N"
"SRC","M2","5.5","0.06","95","","","","N"
"SRC","M2","4.9","","","","","","N"
"SRC","M2","7.6","0.12","69","","","","N"
"SRC","M2","6.8","0.1","82","","","","N"
"SRC","M2","6.6","0.1","90","","","","N"
"SRC","M2","9.4","0.26","78","","","","N"
"SRC","M2","14.1","0.9","77","","","","N"
"SRC","M2","8.3","0.17","75","","","","N"
"SRC","M2","8.3","0.19","84","","","","N"
"SRC","M2","10.9","0.47","89","","","","N"
"SRC","M2","5","0.04","","","","","N"
"SRC","M2","4.5","","","","","","N"
"SRC","M2","5.8","0.06","80","","","","N"
"SRC","M2","4.6","","","","","","N"
"SRC","M2","4.6","","","","","","N"
"SRC","M2","5.1","0.04","","","","","N"
"SRC","M2","5.1","0.04","","","","","N"
"SRC","M2","4.8","","","","","","N"
"SRC","M2","5.4","0.05","83","","","","N"
"SRC","M2","5.7","0.06","85","","","","N"
"SRC","M2","6.3","0.07","72","","","","N"
"SRC","M2","7.8","0.16","85","","","","N"
"SRC","M2","15.6","1.45","90","","","","N"
"SRC","M2","14","0.96","84","","","","N"
"SRC","M2","6.7","0.11","94","","","","N"
"SRC","R2-1","7.3","","","","","","N"
"SRC","R2-1","6.7","","","","","","N"
"SRC","M2","5.1","0.02","","","","","N"
"SRC","M2","6.1","","","","","","N"
"SRC","M2","6.4","","","","","","N"
"SRC","M2","6.9","","","","","","N"
"SRC","M2","7.3","","","","","","N"
"SRC","M2","6.1","","","","","","N"
"SRC","M2","7.2","","","","","","N"
"SRC","M2","5.1","","","","","","N"
"SRC","M2","5.4","","","","","","N"
"SRC","M2","11.7","0.51","77","","","","N"
"SRC","R2-1","5.8","","","","","","N"
"SRC","M2","6.2","","","","","","N"
"SRC","M2","6.6","","","","","","N"
"SRC","M2","7.7","","","","","","N"
"SRC","M2","4.3","","","","","","N"
"SRC","M2","6.4","","","","","","N"
"SRC","R2-1","8.1","","","","","","N"
"SRC","M2","4.6","","","","","","N"
"SRC","M2","5.1","0.06","","","","","N"
"SRC","M2","5.9","0.07","89","","","","N"
"SRC","M2","4.8","","","","","","N"
"SRC","M2","5.2","0.03","56","","","","N"
"SRC","M2","4.6","","","","","","N"
"SRC","R2-1","5.9","","","","","","N"
"SRC","M2","5.7","0.05","71","","","","N"
"SRC","M2","6.2","0.05","54","","","","N"
"SRC","M2","6","0.05","60","","","","N"
"SRC","R2-1","7.4","","","","","","N"
"SRC","M2","6.7","","","","","","N"
"SRC","R2-1","5.6","","","","","","N"
"SRC","M2","5.3","0.03","53","","","","N"
"SRC","M2","5.4","","","","","","N"
"SRC","R2-1","6.1","","","","","","N"
"SRC","M2","6","","","","","","N"
"SRC","M2","5.1","","","","","","N"
"SRC","M2","6.7","","","","","","N"
"SRC","M2","5.3","","","","","","N"
"SRC","M2","6.6","","","","","","N"
"SRC","M2","6.3","","","","","","N"
"SRC","M2","5.6","","","","","","N"
"SRC","M2","6.9","","","","","","N"
"SRC","M2","4.7","","","","","","N"
"SRC","M2","4.7","","","","","","N"
"SRC","M2","4.9","","","","","","N"
"SRC","M2","6.1","","","","","","N"
"SRC","M2","5","","","","","","N"
"SRC","M2","4.7","","","","","","N"
"SRC","M2","6.5","0.09","85","","","","N"
"SRC","R2-1","5.6","","","","","","N"
"SRC","M2","3.2","","","","","","N"
"SRC","M2","3","","","","","","N"
"SRC","M2","3.9","","","","","","N"
"SRC","M2","4.1","","","","","","N"
"SRC","M2","6.1","","","","","","N"
"SRC","R2-1","8.1","","","","","","N"
"SRC","M2","14.3","1.12","91","","","","N"
"SRC","M2","14.7","1.06","79","","","","N"
"SRC","M2","17.3","1.86","84","","","","N"
"SRC","M2","16","1.4","81","","","","N"
"SRC","M2","16.2","1.56","86","","","","N"
"SRC","R2-1","15","","","","","","N"
"SRC","M2","9.2","0.26","83","","","","N"
"SRC","R2-1","7.6","","","","","","N"
"SRC","M2","10.6","0.4","83","","","","N"
"SRC","M2","14.2","1.06","88","","","","N"
"SRC","R2-1","9","","","","","","N"
"SRC","M2","6.5","0.08","75","","","","N"
"SRC","M2","11.5","0.49","79","","","","N"
"SRC","M2","8.5","0.23","94","","","","N"
"SRC","R2-1","7.8","","","","","","N"
"SRC","M2","8.8","0.18","66","","","","N"
"SRC","R2-1","8.2","","","","","","N"
"SRC","M2","8.7","0.21","80","","","","N"
"SRC","R2-1","9.2","","","","","","N"
"SRC","R2-1","8.1","","","","","","N"
"SRC","M2","6.7","0.1","86","","","","N"
"SRC","M2","6.1","0.08","91","","","","N"
"SRC","R2-1","10","","","","","","N"
"SRC","M2","10.2","0.32","74","","","","N"
"SRC","M2","9.2","0.25","80","","","","N"
"SRC","R2-1","7.4","","","","","","N"
"SRC","M2","8.4","0.18","76","","","","N"
"SRC","R2-1","5.5","","","","","","N"
"SRC","M2","6.2","0.07","76","","","","N"
"SRC","M2","6.3","0.08","83","","","","N"
"SRC","M2","6.1","0.06","69","","","","N"
"SRC","M2","7.9","0.14","72","","","","N"
"SRC","M2","4","","","","","","N"
"SRC","M2","6.1","0.06","69","","","","N"
"SRC","M2","5.5","0.05","79","","","","N"
"SRC","M2","5.4","0.05","83","","","","N"
"SRC","M2","5","0.04","","","","","N"
"SRC","R2-1","6.8","","","","","","N"
"SRC","M2","8.3","0.19","84","","","","N"
"SRC","M2","6.5","0.08","75","","","","N"
"SRC","M2","5.4","0.05","83","","","","N"
"SRC","M2","4.9","","","","","","N"
"SRC","M2","5.8","0.06","80","","","","N"
"SRC","R2-1","6","","","","","","N"
"SRC","M2","6.1","0.06","69","","","","N"
"SRC","M2","6.3","0.06","62","","","","N"
"SRC","R2-1","6.1","","","","","","N"
"SRC","M2","5.6","0.05","75","","","","N"
"SRC","M2","5.1","0.03","","","","","N"
"SRC","M2","5","0.03","","","","","N"
"SRC","M2","6.6","0.07","63","","","","N"
"SRC","M2","5.7","0.05","71","","","","N"
"SRC","M2","5.9","0.07","89","","","","N"
"SRC","R2-1","5.9","","","","","","N"
